Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-07-25,19:13:34,"""CNR5165272""",Incomplete,"""CID2312697""",eBike,Saket A Block,IFFCO Chowk,4.3,24.6,,,,,1.0,Vehicle Breakdown,335.0,5.97,,,UPI
2024-06-04,15:39:31,"""CNR6465592""",Completed,"""CID4787874""",Go Sedan,Chandni Chowk,Badshahpur,5.5,38.9,,,,,,,393.0,44.76,3.2,4.6,Uber Wallet
2024-02-03,18:33:31,"""CNR3157798""",Completed,"""CID8718164""",Go Mini,IMT Manesar,Subhash Chowk,13.4,24.8,,,,,,,1042.0,35.24,4.6,5.0,Cash
2024-01-06,18:40:22,"""CNR5893237""",Cancelled by Driver,"""CID5350866""",Go Sedan,Mundka,Indraprastha,8.7,,,,1.0,More than permitted people in there,,,,,,,
2024-03-13,15:48:51,"""CNR8022362""",Completed,"""CID3814631""",Auto,Saket,Udyog Bhawan,4.2,37.3,,,,,,,813.0,11.35,4.7,4.6,Uber Wallet
2024-03-19,21:57:00,"""CNR4264596""",Completed,"""CID2412311""",Auto,Arjangarh,Dwarka Mor,9.8,32.4,,,,,,,404.0,37.32,3.2,5.0,UPI
2024-06-29,14:47:32,"""CNR6099025""",Completed,"""CID6954634""",Premier Sedan,Mayur Vihar,Peeragarhi,13.0,42.8,,,,,,,581.0,49.73,4.8,4.5,UPI
2024-05-14,20:53:25,"""CNR8962196""",Cancelled by Driver,"""CID6941922""",Auto,Uttam Nagar,Noida Extension,6.9,,,,1.0,More than permitted people in there,,,,,,,
2024-12-12,01:52:53,"""CNR3469606""",Completed,"""CID3736409""",Premier Sedan,Sikanderpur,Narsinghpur,4.4,30.2,,,,,,,448.0,30.71,4.0,4.7,UPI
2024-11-28,16:02:51,"""CNR5232707""",Cancelled by Driver,"""CID2282714""",Go Sedan,Jahangirpuri,Mayur Vihar,9.4,,,,1.0,Personal & Car related issues,,,,,,,
2024-12-25,22:58:27,"""CNR1214295""",Cancelled by Customer,"""CID6316610""",Go Sedan,Jahangirpuri,Malviya Nagar,17.1,,1.0,Wrong Address,,,,,,,,,
2024-01-20,12:38:40,"""CNR2665647""",Cancelled by Driver,"""CID6696229""",Premier Sedan,Sonipat,Rohini,9.8,,,,1.0,More than permitted people in there,,,,,,,
2024-04-06,02:49:41,"""CNR5190312""",Completed,"""CID6435867""",Go Sedan,Hauz Rani,Kadarpur,6.0,17.5,,,,,,,1331.0,19.76,4.6,4.4,Credit Card
2024-01-02,01:08:42,"""CNR2879762""",No Driver Found,"""CID5239927""",Go Sedan,Sikanderpur,Inderlok,,,,,,,,,,,,,
2024-10-14,20:11:40,"""CNR6202018""",Completed,"""CID9124775""",Auto,Tis Hazari,Arjangarh,10.3,41.6,,,,,,,299.0,49.48,4.2,4.5,Cash
2024-11-17,08:59:48,"""CNR7629981""",Completed,"""CID2010687""",Auto,IMT Manesar,New Colony,12.3,22.2,,,,,,,630.0,36.93,3.3,3.6,Cash
2024-09-11,03:28:27,"""CNR7818722""",Cancelled by Customer,"""CID5718176""",Auto,Faridabad Sector 15,Pragati Maidan,14.4,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-11-22,08:16:04,"""CNR4665805""",Completed,"""CID3639522""",Auto,Mansarovar Park,Jahangirpuri,5.1,28.0,,,,,,,306.0,36.52,4.3,4.6,Credit Card
2024-12-22,08:11:30,"""CNR7410393""",Completed,"""CID4878756""",Go Mini,Dwarka Mor,Saidulajab,7.4,43.9,,,,,,,1146.0,9.75,4.3,4.2,UPI
2024-05-16,21:20:23,"""CNR7729341""",Completed,"""CID7518242""",eBike,Rajouri Garden,Okhla,9.1,39.4,,,,,,,397.0,23.87,3.1,4.3,Credit Card
2024-10-31,14:48:50,"""CNR2942895""",Completed,"""CID4653896""",Go Mini,IMT Manesar,Rajouri Garden,5.2,31.7,,,,,,,1351.0,46.17,4.3,4.3,Credit Card
2024-04-26,06:27:00,"""CNR9311218""",No Driver Found,"""CID1639913""",Auto,Manesar,Ghitorni,,,,,,,,,,,,,
2024-03-21,20:28:22,"""CNR7019502""",Incomplete,"""CID1153732""",Go Mini,Greater Kailash,Janakpuri,3.0,13.4,,,,,1.0,Other Issue,225.0,17.37,,,UPI
2024-05-01,01:55:43,"""CNR9299900""",Cancelled by Driver,"""CID2361627""",Go Mini,Moti Nagar,Jhilmil,7.4,,,,1.0,Personal & Car related issues,,,,,,,
2024-11-28,16:43:00,"""CNR1578580""",Cancelled by Driver,"""CID1516414""",Auto,Ashok Park Main,Nehru Place,11.7,,,,1.0,The customer was coughing/sick,,,,,,,
2024-04-28,08:53:58,"""CNR4303127""",Completed,"""CID5110639""",Premier Sedan,Tughlakabad,IIT Delhi,8.1,44.3,,,,,,,1086.0,8.86,4.9,4.8,UPI
2024-06-03,12:55:27,"""CNR2227057""",Completed,"""CID4774959""",Go Sedan,Sarai Kale Khan,Chirag Delhi,3.4,41.3,,,,,,,82.0,6.62,4.3,4.8,Cash
2024-06-23,17:34:04,"""CNR2312523""",Cancelled by Driver,"""CID3851558""",eBike,Nirman Vihar,ITO,5.0,,,,1.0,Customer related issue,,,,,,,
2024-09-04,04:25:22,"""CNR8890411""",Cancelled by Driver,"""CID9529602""",Go Sedan,IGNOU Road,Gurgaon Sector 56,10.2,,,,1.0,More than permitted people in there,,,,,,,
2024-07-31,19:36:59,"""CNR5538362""",Completed,"""CID3325213""",Bike,Uttam Nagar,Lajpat Nagar,4.1,19.5,,,,,,,883.0,29.27,4.9,3.5,Debit Card
2024-12-15,18:37:28,"""CNR5248099""",Cancelled by Driver,"""CID5378644""",Bike,Ashok Vihar,Peeragarhi,10.4,,,,1.0,The customer was coughing/sick,,,,,,,
2024-12-08,12:37:45,"""CNR7356646""",Incomplete,"""CID1501852""",Auto,Moolchand,Khan Market,5.8,26.1,,,,,1.0,Customer Demand,728.0,12.92,,,Cash
2024-11-08,11:51:31,"""CNR8413211""",Completed,"""CID8382313""",Auto,Ramesh Nagar,Green Park,3.1,41.3,,,,,,,815.0,41.46,4.9,4.6,UPI
2024-09-26,10:16:45,"""CNR9783098""",No Driver Found,"""CID3987164""",Premier Sedan,Lal Quila,Ghitorni Village,,,,,,,,,,,,,
2024-03-18,22:13:47,"""CNR7685567""",Completed,"""CID3785424""",Auto,Kanhaiya Nagar,Sultanpur,12.8,24.6,,,,,,,578.0,46.99,3.8,4.9,Uber Wallet
2024-12-30,06:25:48,"""CNR8518603""",Cancelled by Driver,"""CID3519218""",Auto,Chandni Chowk,Mehrauli,6.4,,,,1.0,The customer was coughing/sick,,,,,,,
2024-08-09,21:12:32,"""CNR6826947""",Completed,"""CID6791760""",eBike,Aya Nagar,Green Park,2.8,16.8,,,,,,,361.0,9.43,4.6,4.3,Credit Card
2024-05-31,17:58:20,"""CNR7514875""",Cancelled by Driver,"""CID7220337""",Go Sedan,Civil Lines Gurgaon,Patel Chowk,8.9,,,,1.0,More than permitted people in there,,,,,,,
2024-09-21,15:32:12,"""CNR8277350""",Completed,"""CID4595750""",Go Sedan,Vishwavidyalaya,Laxmi Nagar,11.4,34.3,,,,,,,597.0,32.38,4.2,4.9,UPI
2024-08-18,07:02:44,"""CNR1254458""",Completed,"""CID5546346""",Premier Sedan,Vasant Kunj,Model Town,9.9,20.9,,,,,,,1328.0,14.11,4.2,3.3,Uber Wallet
2024-10-28,20:52:52,"""CNR3204007""",Completed,"""CID6845532""",eBike,Udyog Vihar,Chhatarpur,11.6,40.9,,,,,,,134.0,23.34,4.7,4.5,Debit Card
2024-04-06,15:13:49,"""CNR7263852""",Completed,"""CID7807016""",Go Mini,Dwarka Mor,Faridabad Sector 15,9.4,28.2,,,,,,,117.0,16.22,4.1,4.8,UPI
2024-04-01,12:50:37,"""CNR2628423""",Completed,"""CID8770532""",Go Sedan,Udyog Bhawan,Gurgaon Railway Station,2.6,43.6,,,,,,,423.0,12.22,4.7,3.7,UPI
2024-11-02,18:37:03,"""CNR7905460""",Cancelled by Driver,"""CID9105104""",Bike,Vaishali,Rohini East,7.0,,,,1.0,Customer related issue,,,,,,,
2024-07-26,20:03:22,"""CNR3863650""",Completed,"""CID2731127""",Auto,Subhash Chowk,Welcome,4.1,39.8,,,,,,,473.0,10.15,3.8,3.7,Cash
2024-01-12,23:28:08,"""CNR5315630""",Completed,"""CID9714618""",Premier Sedan,Punjabi Bagh,Netaji Subhash Place,2.8,39.3,,,,,,,82.0,25.57,4.4,4.8,Cash
2024-01-20,19:04:25,"""CNR5097124""",Incomplete,"""CID5870647""",Bike,Badarpur,Sonipat,7.8,22.3,,,,,1.0,Vehicle Breakdown,980.0,15.45,,,UPI
2024-05-07,19:49:25,"""CNR7466257""",Cancelled by Customer,"""CID6963410""",Bike,Meerut,Vatika Chowk,15.1,,1.0,Change of plans,,,,,,,,,
2024-03-11,14:21:18,"""CNR4252670""",No Driver Found,"""CID7753341""",Bike,Qutub Minar,Sarai Kale Khan,,,,,,,,,,,,,
2024-02-29,11:31:46,"""CNR1347112""",Completed,"""CID6416052""",Bike,Keshav Puram,Badarpur,8.7,28.2,,,,,,,388.0,9.21,4.7,4.2,UPI
2024-05-27,15:13:19,"""CNR6194798""",Completed,"""CID8918626""",Bike,Paschim Vihar,Kadarpur,6.0,29.8,,,,,,,210.0,22.03,4.3,3.8,Cash
2024-04-21,12:47:22,"""CNR6182837""",No Driver Found,"""CID4715631""",Uber XL,Noida Film City,Rajiv Nagar,,,,,,,,,,,,,
2024-07-30,14:42:24,"""CNR5958783""",Cancelled by Customer,"""CID9174344""",Auto,New Delhi Railway Station,Vatika Chowk,10.4,,1.0,Wrong Address,,,,,,,,,
2024-02-29,19:49:25,"""CNR9349342""",Completed,"""CID6142898""",Go Mini,Kanhaiya Nagar,Gurgaon Railway Station,13.4,27.1,,,,,,,487.0,19.97,3.4,4.9,Uber Wallet
2024-11-13,16:47:40,"""CNR6600050""",Completed,"""CID2849745""",Go Sedan,Civil Lines Gurgaon,Chanakyapuri,11.7,41.9,,,,,,,597.0,27.07,4.6,4.3,UPI
2024-01-30,15:42:40,"""CNR2350824""",Completed,"""CID3715473""",Auto,Sarojini Nagar,Rohini,3.9,35.4,,,,,,,471.0,29.51,4.6,3.3,Credit Card
2024-02-26,18:18:00,"""CNR9972919""",Cancelled by Driver,"""CID4790828""",eBike,Vidhan Sabha,Badarpur,9.2,,,,1.0,More than permitted people in there,,,,,,,
2024-01-20,21:06:37,"""CNR2169273""",Incomplete,"""CID5579844""",Go Sedan,Lal Quila,Karkarduma,9.6,22.1,,,,,1.0,Vehicle Breakdown,218.0,1.74,,,Uber Wallet
2024-10-16,13:47:20,"""CNR8620081""",Completed,"""CID3315353""",Bike,INA Market,Civil Lines Gurgaon,3.7,29.5,,,,,,,169.0,24.73,3.1,4.9,Cash
2024-06-14,21:15:45,"""CNR9105434""",Completed,"""CID7771319""",eBike,Gwal Pahari,Paharganj,3.8,26.4,,,,,,,54.0,41.01,4.2,4.2,Uber Wallet
2024-12-02,10:26:45,"""CNR2500405""",Cancelled by Driver,"""CID9378551""",Auto,Pitampura,Okhla,11.1,,,,1.0,More than permitted people in there,,,,,,,
2024-09-20,08:10:39,"""CNR4662056""",Completed,"""CID4195164""",Bike,Ghaziabad,IGNOU Road,13.6,42.9,,,,,,,485.0,38.6,3.1,4.3,Uber Wallet
2024-01-04,18:34:28,"""CNR6250831""",Completed,"""CID9287626""",Go Mini,Okhla,Karkarduma,4.5,30.0,,,,,,,471.0,5.51,3.8,4.2,Credit Card
2024-04-21,14:34:17,"""CNR7395488""",Completed,"""CID5565895""",eBike,Ramesh Nagar,Madipur,10.8,33.5,,,,,,,1101.0,27.29,4.6,4.5,UPI
2024-08-31,16:51:29,"""CNR8055782""",Completed,"""CID4667490""",Bike,Bahadurgarh,Lal Quila,11.7,42.4,,,,,,,177.0,4.54,3.6,4.5,Cash
2024-12-18,10:43:03,"""CNR2636810""",Completed,"""CID9747916""",Go Mini,Greater Kailash,Anand Vihar,12.7,29.2,,,,,,,809.0,20.43,4.3,4.6,UPI
2024-02-02,06:48:26,"""CNR5225096""",No Driver Found,"""CID2103686""",Go Sedan,Bahadurgarh,Mandi House,,,,,,,,,,,,,
2024-04-13,14:28:47,"""CNR3807021""",Completed,"""CID3437543""",Bike,Khandsa,Kashmere Gate ISBT,11.1,30.4,,,,,,,794.0,20.32,4.5,4.9,UPI
2024-08-23,15:41:03,"""CNR3932519""",Incomplete,"""CID9983829""",Premier Sedan,Jama Masjid,Rajouri Garden,5.8,17.2,,,,,1.0,Other Issue,408.0,15.36,,,UPI
2024-04-19,17:38:22,"""CNR2461324""",Completed,"""CID8227385""",Auto,Panchsheel Park,Noida Sector 18,13.5,28.4,,,,,,,578.0,29.88,4.2,4.7,Uber Wallet
2024-02-29,10:23:53,"""CNR8645877""",Completed,"""CID2250088""",Auto,Delhi Gate,South Extension,8.1,41.2,,,,,,,188.0,18.58,4.2,5.0,UPI
2024-10-28,19:39:26,"""CNR9529944""",Cancelled by Driver,"""CID3281126""",Auto,Janakpuri,South Extension,11.1,,,,1.0,More than permitted people in there,,,,,,,
2024-05-20,20:44:45,"""CNR6998640""",Completed,"""CID5925615""",Go Sedan,Bhiwadi,Azadpur,9.7,42.5,,,,,,,246.0,30.66,5.0,4.9,Credit Card
2024-04-29,08:15:47,"""CNR1189551""",Completed,"""CID6214843""",Auto,Hero Honda Chowk,Keshav Puram,5.7,17.1,,,,,,,138.0,37.54,4.3,3.9,UPI
2024-07-24,13:04:34,"""CNR4084537""",Completed,"""CID1947604""",Go Sedan,Greater Noida,Indraprastha,8.5,22.8,,,,,,,188.0,3.82,4.2,4.4,Debit Card
2024-05-12,19:10:40,"""CNR7488134""",Completed,"""CID2268210""",Auto,Botanical Garden,Arjangarh,7.1,24.5,,,,,,,551.0,12.88,3.8,4.3,Cash
2024-08-19,17:25:23,"""CNR8553993""",Cancelled by Driver,"""CID6795141""",Go Mini,Vishwavidyalaya,Shahdara,5.8,,,,1.0,Customer related issue,,,,,,,
2024-06-05,22:09:39,"""CNR6355991""",Completed,"""CID4604821""",Go Sedan,Chirag Delhi,New Colony,14.4,30.9,,,,,,,836.0,47.16,4.3,3.3,Cash
2024-08-01,19:32:02,"""CNR7510935""",Completed,"""CID5922578""",Bike,Subhash Nagar,Udyog Vihar,6.8,30.3,,,,,,,326.0,13.5,4.9,5.0,UPI
2024-06-24,14:33:34,"""CNR8485051""",Cancelled by Driver,"""CID1448505""",Go Mini,IFFCO Chowk,Qutub Minar,11.8,,,,1.0,More than permitted people in there,,,,,,,
2024-06-14,06:51:34,"""CNR9962416""",Completed,"""CID3194909""",Bike,Mayur Vihar,Connaught Place,7.7,24.5,,,,,,,233.0,45.32,4.1,4.9,Cash
2024-01-19,06:26:41,"""CNR3310500""",No Driver Found,"""CID6722513""",Auto,Saket,Sonipat,,,,,,,,,,,,,
2024-05-02,12:06:33,"""CNR2360699""",Completed,"""CID9634312""",Go Sedan,Udyog Vihar,Bhikaji Cama Place,3.0,40.7,,,,,,,1235.0,11.35,4.1,4.0,UPI
2024-08-02,07:47:29,"""CNR7704997""",Cancelled by Driver,"""CID5895687""",Go Mini,IMT Manesar,Gwal Pahari,10.8,,,,1.0,The customer was coughing/sick,,,,,,,
2024-12-20,18:55:23,"""CNR7862147""",Completed,"""CID9463211""",Uber XL,Satguru Ram Singh Marg,Lajpat Nagar,4.0,40.0,,,,,,,300.0,43.76,4.3,4.3,Uber Wallet
2024-04-06,14:18:52,"""CNR5968261""",Completed,"""CID2473436""",eBike,Kherki Daula Toll,Peeragarhi,4.4,34.1,,,,,,,929.0,8.45,4.2,4.9,Debit Card
2024-09-19,17:16:54,"""CNR4464707""",Completed,"""CID5103711""",Go Mini,Ashram,Udyog Bhawan,11.9,17.5,,,,,,,674.0,26.31,3.9,3.7,UPI
2024-07-25,21:13:16,"""CNR6301797""",No Driver Found,"""CID3907406""",Uber XL,IFFCO Chowk,Munirka,,,,,,,,,,,,,
2024-07-03,15:45:17,"""CNR8447915""",Cancelled by Driver,"""CID7915963""",Premier Sedan,Lal Quila,Mayur Vihar,3.3,,,,1.0,Personal & Car related issues,,,,,,,
2024-10-20,07:30:09,"""CNR6156039""",Cancelled by Customer,"""CID4888679""",Go Mini,Jahangirpuri,Arjangarh,15.7,,1.0,Wrong Address,,,,,,,,,
2024-06-10,11:58:28,"""CNR6495200""",Cancelled by Driver,"""CID5679308""",Go Sedan,Dilshad Garden,IIT Delhi,6.3,,,,1.0,The customer was coughing/sick,,,,,,,
2024-12-28,19:19:55,"""CNR4702010""",Completed,"""CID5185307""",Auto,Cyber Hub,Tilak Nagar,5.6,43.5,,,,,,,185.0,5.67,4.2,4.4,UPI
2024-12-24,21:42:58,"""CNR6913460""",Cancelled by Driver,"""CID4597291""",Bike,Noida Sector 18,Indirapuram,4.2,,,,1.0,Personal & Car related issues,,,,,,,
2024-07-30,15:07:11,"""CNR3361563""",Completed,"""CID9771150""",Premier Sedan,Shastri Nagar,Okhla,8.4,33.1,,,,,,,646.0,26.05,4.3,4.9,Debit Card
2024-12-06,12:10:36,"""CNR8323070""",No Driver Found,"""CID9335765""",Bike,Ashok Vihar,Mundka,,,,,,,,,,,,,
2024-11-23,18:47:35,"""CNR7639376""",Completed,"""CID2530781""",Auto,Jor Bagh,Dilshad Garden,6.4,35.5,,,,,,,391.0,9.82,3.7,4.5,UPI
2024-09-07,23:12:11,"""CNR6142886""",Cancelled by Driver,"""CID2878024""",Go Mini,Golf Course Road,Rajiv Nagar,3.4,,,,1.0,Customer related issue,,,,,,,
2024-07-09,09:29:57,"""CNR5401398""",No Driver Found,"""CID3042236""",Auto,Vatika Chowk,Barakhamba Road,,,,,,,,,,,,,
2024-01-31,15:44:24,"""CNR2675225""",Completed,"""CID8385100""",Premier Sedan,Akshardham,Greater Kailash,2.2,44.7,,,,,,,236.0,36.67,3.1,4.7,UPI
2024-11-13,07:37:22,"""CNR2551124""",Cancelled by Driver,"""CID6276028""",Go Sedan,Delhi Gate,Seelampur,7.0,,,,1.0,Customer related issue,,,,,,,
2024-04-15,18:39:46,"""CNR2227957""",Completed,"""CID7362064""",Bike,Lajpat Nagar,Kalkaji,4.7,29.4,,,,,,,292.0,25.08,4.3,4.5,Debit Card
2024-10-06,22:14:26,"""CNR4728681""",Cancelled by Driver,"""CID5691483""",Go Mini,Karkarduma,Sarai Kale Khan,9.2,,,,1.0,The customer was coughing/sick,,,,,,,
2024-02-27,19:00:30,"""CNR9290877""",Completed,"""CID9738023""",eBike,AIIMS,Bhiwadi,2.8,30.3,,,,,,,994.0,45.83,4.7,4.9,UPI
2024-08-14,16:54:34,"""CNR9545025""",No Driver Found,"""CID8465444""",Auto,Mundka,Ashok Vihar,,,,,,,,,,,,,
2024-10-05,06:04:22,"""CNR7796992""",Cancelled by Customer,"""CID9809433""",Go Mini,Hauz Khas,IFFCO Chowk,7.6,,1.0,Driver asked to cancel,,,,,,,,,
2024-11-13,21:52:36,"""CNR7123215""",Completed,"""CID5930779""",Go Sedan,Hauz Khas,Noida Film City,10.8,37.8,,,,,,,260.0,4.4,3.5,3.8,UPI
2024-05-20,22:14:02,"""CNR8555356""",Completed,"""CID4475869""",Auto,Mandi House,Ashok Vihar,14.3,34.9,,,,,,,145.0,17.99,3.8,4.5,UPI
2024-05-15,13:32:28,"""CNR4206285""",Completed,"""CID5480156""",Auto,Samaypur Badli,Netaji Subhash Place,3.5,15.6,,,,,,,434.0,46.68,4.3,4.6,Uber Wallet
2024-10-23,23:29:25,"""CNR1145184""",Cancelled by Customer,"""CID3636499""",Auto,Kaushambi,Raj Nagar Extension,15.2,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-05-21,21:55:26,"""CNR9550991""",Cancelled by Customer,"""CID1500792""",Auto,Jasola,Connaught Place,11.0,,1.0,Driver asked to cancel,,,,,,,,,
2024-10-10,09:17:50,"""CNR2301234""",Cancelled by Driver,"""CID5390520""",Bike,Sarai Kale Khan,Connaught Place,9.8,,,,1.0,More than permitted people in there,,,,,,,
2024-05-11,05:57:12,"""CNR1504898""",Completed,"""CID6209167""",eBike,Qutub Minar,Udyog Vihar Phase 4,7.0,23.9,,,,,,,790.0,31.09,3.7,4.2,Credit Card
2024-09-21,14:27:16,"""CNR4210935""",Cancelled by Customer,"""CID1372865""",Premier Sedan,Satguru Ram Singh Marg,Jahangirpuri,13.6,,1.0,Wrong Address,,,,,,,,,
2024-06-19,10:48:03,"""CNR2485006""",Incomplete,"""CID3667037""",Auto,Kashmere Gate ISBT,Ashok Park Main,2.6,23.2,,,,,1.0,Vehicle Breakdown,621.0,6.56,,,UPI
2024-09-27,14:28:23,"""CNR2188266""",No Driver Found,"""CID8369848""",Auto,Basai Dhankot,Botanical Garden,,,,,,,,,,,,,
2024-09-22,11:41:38,"""CNR9475763""",Completed,"""CID9483733""",Auto,Jasola,Connaught Place,4.2,23.7,,,,,,,600.0,6.97,4.4,3.9,Credit Card
2024-11-29,17:20:34,"""CNR2471098""",Cancelled by Driver,"""CID1889638""",Premier Sedan,Ashok Park Main,Narsinghpur,9.3,,,,1.0,Customer related issue,,,,,,,
2024-08-13,20:52:32,"""CNR2335076""",Completed,"""CID7177929""",eBike,Pragati Maidan,Khan Market,5.4,41.5,,,,,,,206.0,7.04,4.6,3.8,Cash
2024-08-21,11:19:38,"""CNR4599954""",Completed,"""CID1710254""",Bike,Vishwavidyalaya,Azadpur,11.0,44.7,,,,,,,874.0,29.67,4.1,4.9,Credit Card
2024-04-15,11:01:19,"""CNR4579691""",Cancelled by Customer,"""CID4940719""",Auto,Bahadurgarh,Saket,7.4,,1.0,Wrong Address,,,,,,,,,
2024-10-03,22:07:14,"""CNR5331252""",Cancelled by Customer,"""CID8731710""",Go Mini,Shivaji Park,Ashok Park Main,7.5,,1.0,Change of plans,,,,,,,,,
2024-02-17,12:02:44,"""CNR2221640""",Completed,"""CID9682799""",Go Mini,Udyog Bhawan,Ashram,4.3,35.1,,,,,,,356.0,34.42,4.3,4.3,UPI
2024-07-29,16:54:51,"""CNR9807438""",Completed,"""CID1907518""",eBike,ITO,Connaught Place,2.9,29.8,,,,,,,308.0,5.05,4.4,4.9,Cash
2024-03-30,10:12:23,"""CNR6189574""",Completed,"""CID6830967""",Uber XL,Rohini East,Ghitorni,5.7,18.1,,,,,,,524.0,8.31,4.1,4.3,Uber Wallet
2024-01-02,16:47:14,"""CNR5272154""",Completed,"""CID1449381""",Bike,Samaypur Badli,India Gate,12.6,43.4,,,,,,,982.0,30.73,3.2,4.9,UPI
2024-06-05,07:23:18,"""CNR9250493""",Completed,"""CID4501597""",Premier Sedan,Inderlok,Chhatarpur,14.7,44.7,,,,,,,378.0,41.45,3.8,4.2,UPI
2024-04-19,21:02:33,"""CNR5941504""",Completed,"""CID5235555""",Premier Sedan,GTB Nagar,Delhi Gate,12.9,27.5,,,,,,,355.0,28.36,4.1,4.6,UPI
2024-08-06,09:50:22,"""CNR4903533""",No Driver Found,"""CID6877816""",Auto,Kherki Daula Toll,Rohini West,,,,,,,,,,,,,
2024-01-16,09:12:57,"""CNR6063306""",Completed,"""CID4574951""",Go Sedan,Samaypur Badli,IIT Delhi,13.4,34.1,,,,,,,470.0,14.05,4.2,4.9,Cash
2024-10-18,18:38:53,"""CNR8855240""",Cancelled by Driver,"""CID4744805""",Go Mini,Shastri Park,Cyber Hub,5.7,,,,1.0,Customer related issue,,,,,,,
2024-03-11,22:19:16,"""CNR7850770""",No Driver Found,"""CID6717000""",Go Sedan,Vishwavidyalaya,Ghitorni Village,,,,,,,,,,,,,
2024-04-24,16:59:52,"""CNR3436940""",Completed,"""CID4814465""",eBike,Rajiv Nagar,Netaji Subhash Place,6.6,35.7,,,,,,,390.0,26.11,3.3,4.2,Uber Wallet
2024-11-17,22:58:55,"""CNR1135053""",Cancelled by Driver,"""CID6510239""",Go Mini,IMT Manesar,Khandsa,4.2,,,,1.0,Personal & Car related issues,,,,,,,
2024-07-05,08:13:14,"""CNR3071900""",Incomplete,"""CID4555921""",Auto,Pataudi Chowk,Patel Chowk,5.5,26.6,,,,,1.0,Vehicle Breakdown,674.0,7.78,,,Cash
2024-02-10,08:19:19,"""CNR8190351""",Completed,"""CID3261750""",Go Mini,Sarojini Nagar,Tis Hazari,9.9,26.4,,,,,,,743.0,32.91,4.2,4.8,UPI
2024-05-15,16:16:13,"""CNR5655303""",Incomplete,"""CID5037640""",Premier Sedan,Mayur Vihar,Gwal Pahari,3.0,13.8,,,,,1.0,Customer Demand,513.0,14.62,,,Uber Wallet
2024-06-19,14:45:15,"""CNR7502219""",Completed,"""CID6157611""",Go Mini,DLF Phase 3,Karkarduma,10.0,29.4,,,,,,,349.0,43.34,3.7,4.9,UPI
2024-04-07,10:18:24,"""CNR8278834""",Incomplete,"""CID8089662""",Premier Sedan,Vishwavidyalaya,Qutub Minar,2.2,26.9,,,,,1.0,Vehicle Breakdown,1290.0,7.79,,,UPI
2024-10-19,03:03:49,"""CNR8553588""",Completed,"""CID6764298""",Premier Sedan,Welcome,Greater Noida,6.1,27.1,,,,,,,218.0,7.69,4.3,4.6,Debit Card
2024-07-29,20:05:39,"""CNR4985849""",Cancelled by Driver,"""CID7834682""",Go Mini,Aya Nagar,Green Park,3.0,,,,1.0,Customer related issue,,,,,,,
2024-05-18,20:14:40,"""CNR3484507""",Completed,"""CID5792235""",Auto,Old Gurgaon,Vinobapuri,13.8,44.9,,,,,,,1385.0,26.21,4.3,3.9,Cash
2024-03-21,19:25:36,"""CNR1436449""",Cancelled by Driver,"""CID1513640""",Auto,Samaypur Badli,Peeragarhi,3.3,,,,1.0,The customer was coughing/sick,,,,,,,
2024-09-24,14:47:02,"""CNR8020200""",Cancelled by Driver,"""CID9771801""",Go Sedan,Pragati Maidan,Vasant Kunj,10.9,,,,1.0,More than permitted people in there,,,,,,,
2024-09-08,09:00:06,"""CNR8746897""",Cancelled by Customer,"""CID8639767""",eBike,Dwarka Sector 21,Vishwavidyalaya,17.5,,1.0,Wrong Address,,,,,,,,,
2024-11-30,18:04:44,"""CNR7367778""",Cancelled by Driver,"""CID8561369""",Go Mini,Rohini West,Uttam Nagar,6.5,,,,1.0,The customer was coughing/sick,,,,,,,
2024-02-07,05:36:26,"""CNR6749011""",Completed,"""CID4900729""",Bike,Bahadurgarh,Khan Market,10.9,39.8,,,,,,,895.0,38.76,4.3,4.3,Cash
2024-04-04,20:16:01,"""CNR3015143""",Completed,"""CID4098583""",Go Mini,Saket,Jama Masjid,6.7,33.7,,,,,,,310.0,21.62,4.2,4.6,UPI
2024-01-10,12:51:30,"""CNR8112222""",Completed,"""CID6339872""",Uber XL,Mayur Vihar,Jor Bagh,14.4,29.1,,,,,,,122.0,7.09,4.3,4.9,Debit Card
2024-11-08,18:51:07,"""CNR1361907""",Completed,"""CID8949997""",Go Mini,Kalkaji,Faridabad Sector 15,3.9,33.7,,,,,,,246.0,29.83,4.2,4.6,UPI
2024-03-16,15:26:23,"""CNR3622003""",Completed,"""CID1013241""",Go Sedan,Noida Sector 18,Saket,11.4,36.1,,,,,,,595.0,4.17,4.1,4.5,Debit Card
2024-08-23,08:54:40,"""CNR8824263""",Completed,"""CID6206817""",Auto,Jama Masjid,Tilak Nagar,4.9,28.3,,,,,,,711.0,41.11,4.2,4.8,UPI
2024-06-11,18:12:03,"""CNR8421476""",No Driver Found,"""CID7590492""",Auto,Sultanpur,Shivaji Park,,,,,,,,,,,,,
